,Datetime,Tweet Id,Text,Number of Likes,Number of Retweets,Number of Replies,Number of Quotes
2385,2020-11-19 14:15:27+00:00,1329428074778210305,"Here are some resources I shared with my students related to the new coronavirus vaccines. First, a little info: Both are mRNA vaccines. What does that mean?",225,98,7,13
74,2021-08-24 19:35:08+00:00,1430252353748307971,"The memory b &amp; t cell responses have been prompted by the vaccines (at least the mRNA vaccines— others work differently). There is a belief that a booster is likely to help with antibodies, b and T cells. 8/",744,97,8,0
1204,2021-05-10 13:25:47+00:00,1391746287863844866,"Steps toward a universal coronavirus vaccine...very helpful to avoid another pandemic.

""...current mRNA vaccines may provide some protection from future zoonotic betaCoV outbreaks &amp; provide a platform for further development of pan-betaCoV vaccines.""

https://t.co/Tk0xOrh85T https://t.co/NgmQy79RNA",588,97,15,6
1504,2021-04-09 21:11:34+00:00,1380629483787587592,"I’d heard that Moderna designed its mRNA vaccine for COVID in just two days, but I didn’t realize that BioNTech did it in a matter of ***hours*** https://t.co/2rj5NbjBVt",496,97,19,20
2324,2020-12-02 12:08:56+00:00,1334107279910719495,"What’s different about an mRNA vaccine?

Rather than putting a weakened or inactivated germ into our bodies, mRNA works by teaching our cells how to make a protein—or even just a piece of a protein—that triggers an immune response inside our bodies to create antibodies. (2)",482,97,13,17
1604,2021-03-28 16:32:32+00:00,1376210608710955020,mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/BFcDFU0QeB,355,97,16,8
1492,2021-04-10 23:31:14+00:00,1381027022202302464,"#Insiders The mRNA vaccines are clearly great, the protein based vaccines  (like Novovax) that could be made here are not quite there yet &amp; issues re production in volume could arise. The J&amp;J &amp; Sputnik vaccines are also Adenovirus based &amp; could have the same problem.",309,97,9,3
686,2021-07-01 22:23:08+00:00,1410725685744738305,"A new study shows that people who’ve received an mRNA vaccine appear to be developing long-term immunity to COVID-19. @carlzimmer says the protection appears to last “for years."" https://t.co/QBHhN7YhYF",296,97,38,21
2257,2020-12-09 19:58:36+00:00,1336762190897041408,"Scientists created the process where mRNA is used to create vaccines in record time, shaving years off of the process. It was not through a Congressional committee or religion. It was science! We must fund science &amp; restore the programs Trump destroyed b/c he cdn't see the need.",267,97,7,18
1365,2021-04-21 13:35:34+00:00,1384863380821979141,"Morrison Liberal Govt offered #Pfizer vaccine in June last year. Waits until November before ordering any.

Victorian Labor Govt invests $50M to fund mRNA coronavirus vaccine production. #auspol #springst #IStandWithDan",264,97,5,6
1741,2021-02-28 17:29:06+00:00,1366077985682583562,"@JeremyFaison4TN #IAmHerdImmunity
If you have recovered from COVID-19 coronavirus, you now have B and T cell immunity and humoral antibody immunity as well. You contribute toward #HerdImmunity and do not need to take current mRNA vaccines. Potentially mRNA can cause harm if already exposed. https://t.co/J4vI5yW4IK",249,97,45,12
2498,2020-08-02 17:02:09+00:00,1289969751238701059,"Some good advances on the #SARSCoV2 front
—2 mRNA vaccines with robust immune response, including CD4, CD8, in murine model
https://t.co/NIDqVxZ8AW @ImmunityCP 
—production of thermal stable spike trimer proteins for immunoassays/immunogen
https://t.co/8YTxUxsdvx @NatureSMB https://t.co/G1OYGJNKZc",248,97,8,7
2328,2020-12-02 10:16:08+00:00,1334078893007851521,"A new vaccine in the UK involves injecting people with 30 ug of mRNA for Covid spike protein, via lipid transfection.
(1) never has a vaccine been made this way before
(2) lipid transfection is toxic
(3) some of the mRNA may go into your chromosomes after reverse transcription.",235,97,53,51
1367,2021-04-21 09:07:23+00:00,1384795892293804034,Key #Covid mRNA vaccine scientist at @NIH makes stunning statement confronting industry apologists: Vaccine patent gives US government ‘leverage’ over manufacturers https://t.co/PPdKTXHUc7 via @financialtimes,229,97,7,17
2489,2020-08-17 15:15:00+00:00,1295378601521578001,"A Facebook post shared thousands of times claims that the new Covid-19 vaccine will be an mRNA one, which alters DNA.

While some of the vaccines being developed to fight Covid-19 are mRNA ones, they do not alter a person’s DNA.

https://t.co/N0mRnZPE4u",171,97,8,8
1220,2021-05-08 11:16:46+00:00,1390989047129153536,"On Jan 29th 2021 experienced cell biologist Dr. Vanessa Schmidt-Krüger told to @CoronaAusschuss why mRNA technology fits well for targeting cancer cells but doesn't fit at all as a prophylactic gene therapy 'vaccine' for Covid-19. Short extract w. EN subs.
https://t.co/bD8uAcDb9Z https://t.co/7KYrzC4CQ6",157,97,7,6
591,2021-07-08 23:00:12+00:00,1413271732287377411,Everything You Need to Know About mRNA Vaccines https://t.co/6ZRbwK4UH7 https://t.co/ty7bdOLkya,155,97,57,19
2230,2020-12-13 13:00:27+00:00,1338106508391936002,"Bill Gates został złapany na wideo, w którym przyznał, że jego „eksperymentalna” szczepionka mRNA na ZAWSZE ZMIENI DNA odbiorcy.

Watch Bill Gates Admitting mRNA 'Experimental' Vaccine Will CHANGE Recepient's DNA FOREVER https://t.co/Huzly6eqZX https://t.co/W5FKRziyPn",122,97,18,13
452,2021-07-22 03:49:55+00:00,1418055683401003014,"If you want to play Doctor, get vaccinated. Immunology is the bane of any first year medical student’s existence but it explains why almost all of us got our COVID vaccine, even the the fancy new mRNA variety, and why Rand Paul must have been put on remediation spring semester.",767,96,15,0
312,2021-08-04 03:06:08+00:00,1422755707535962112,"A Reuters investigation found ""no proof that spike proteins created in response to mRNA vaccines are harmful to the body"" https://t.co/MLjhnqOTFI",432,96,13,2
38,2021-08-27 03:08:31+00:00,1431091228649660417,"JAPAN’S MINISTRY OF HEALTH RECALL OF MODERNA VACCINE DUE FOREIGN SUBSTANCE “THAT REACTS TO MAGNETS. “IT COULD BE METAL”

$MRNA",347,96,39,26
2454,2020-11-09 13:48:27+00:00,1325797401987313664,"The news from Pfizer is great, but it's not just about fighting Covid. The Pfizer candidate is an mRNA vaccine, the tech to produce them didn't exist until recently. 

If mRNA vaccines a proven to work against Covid, the possibilities are mind-blowing. https://t.co/WVChsD37oz https://t.co/F0LUKdFHXF",337,96,4,30
1489,2021-04-11 01:04:23+00:00,1381050460669423616,Meet the woman who labored for years on the technology underpinning Pfizer and Moderna's mRNA coronavirus vaccines. Many scientists thought her ideas were unworkable. But a few saw real possibilities.  https://t.co/Scv3xphQFQ,320,96,8,11
2175,2020-12-18 18:55:52+00:00,1340007893483962369,"The triumph of mRNA for the vaccines is an outgrowth of &gt;30 years of science, now gaining momentum for potential medicines. But there are challenges that lie ahead, as @Kellyservick reviews here @ScienceMagazine @NewsfromScience 
https://t.co/H65aJ6TBmP https://t.co/a5wJeq2zGf",292,96,6,6
2101,2020-12-30 04:42:19+00:00,1344141743562887169,Emergency Use Authorizations for two mRNA #COVID19 vaccines represent a turning point in the pandemic. They also herald a new era for vaccinology https://t.co/j1z12OBf9F https://t.co/BP3bbPbpiX,249,96,2,7
42,2021-08-26 13:25:11+00:00,1430884026794000385,"mRNA vaccines for infectious diseases: principles, delivery and clinical translation https://t.co/MhB0ef6801 Read about advances with mRNA vaccines for COVID-19, influenza, RSV and more in this new review by N. Chaudhary,  D. Weissman @WeissmanLab and K. Whitehead @KWhiteheadLab https://t.co/wM3CRRCYBF",247,96,1,7
544,2021-07-12 22:14:38+00:00,1414709816358998021,"No, the @WHO did *NOT* contradict NACI and say it is dangerous to mix vaccines for first and second doses, eg. first dose AZ, second mRNA; first dose Pfizer, second Moderna.

Here's what was actually said 👇🏼 https://t.co/xyBfkZxhIa",247,96,21,13
410,2021-07-26 14:16:01+00:00,1419662795826728961,A study in @NatureMedicine shows that using a mRNA COVID-19 vaccine as a booster after a dose of the Oxford/AstraZeneca vaccine generated a better immune response. https://t.co/2jOprd0dO6 https://t.co/9tK55KpgCM,237,96,10,10
428,2021-07-24 15:56:13+00:00,1418963239128477699,"ไม่ชอบการที่ดูถูกหรือทำคนอื่นเป็นตัวตลก คุณรู้รึป่าวว่าที่เค้ากำลังทำมันจะประสบความสำเร็จไหม? อย่าพึ่งไปตัดสินอะไร คนที่เค้าทำเค้ารู้ดีว่าตัวเค้าทำอะไรอยู่ ก่อนหน้านี้ก็มีคนไม่เชื่อ,ไม่มั่นใจว่า mRNA vaccine จะทำสำเร็จ(https://t.co/Ib0GlDgCBX) เเต่ตอนนี้เป็นไงกันล่ะ?",229,96,4,1
1803,2021-02-18 21:15:04+00:00,1362510972162867206,#DYK? You need two #COVID19 mRNA vaccine doses to get the most protection from COVID-19. Time of your second dose will depend on which vaccine you got. Need help scheduling the second dose? Contact the location that set up your first appointment. https://t.co/Sygs9UZVVy. https://t.co/T0xqFWXpht,159,96,25,13
1646,2021-03-17 16:43:43+00:00,1372227154633752584,"Moderna plans to test its COVID-19 vaccine on Canadian children?

Its expected to involve 6,750 healthy pediatric participants aged 6m to 12 years

Why are ""experts"" pushing to give children a rushed experimental mRNA vaccine for a respiratory virus with a survival rate of 99.9% https://t.co/Y096Yod75g",156,96,52,18
2322,2020-12-02 18:07:01+00:00,1334197392963493894,".@GovCanHealth @CPHO_Canada @JustinTrudeau @fordnation What are your min criteria for approval for a Covid vaccine? Why is data not public? BMJ states NONE of these novel experimental mRNA vaccine trials designed to assess for reduction in infection, transmission, hosp or death🧵 https://t.co/vFY4JprorL",152,96,11,12
574,2021-07-09 21:45:00+00:00,1413615193356214272,"In April 2020, a team at Monash University created a candidate mRNA vaccine for Covid-19. But, as the US put $2.5 billion into Moderna, there was no money and no infrastructure to get the product into clinical trials. | @SquigglyRick https://t.co/h3Nm9rMGtz",148,96,2,4
168,2021-08-17 14:51:28+00:00,1427644252599824404,"Pasting this into a thread so ppl can understand how an Covid-19 mRNA vaccine works. 
Please retweet.

1. A vaccine with instructions (in the form of mRNA) telling our cells to make a harmless piece of protein called the “spike protein.” are injected into the body.",138,96,6,11
1737,2021-03-01 01:13:24+00:00,1366194829814685697,"'Dr. J. Patrick Whelan, a pediatric rheumatologist, warned the FDA in December that mRNA vaccines could cause microvascular injury to the brain, heart, liver and kidneys in ways not assessed in safety trials.'

https://t.co/IFm6ZT35Vq",132,96,3,13
1118,2021-05-23 10:26:15+00:00,1396412149862436871,The CDC is investigating several dozen reports of heart inflammation in teenagers and young adults after Covid vaccination. These cases occurred in people days after receiving an mRNA vaccine (Pfizer or Moderna). https://t.co/gubdvnkptu,114,96,5,3
62,2021-08-25 15:10:10+00:00,1430548061491765256,"Until there's sufficient supply, more vaccines for some mean fewer for others. We can solve this problem by scaling up manufacturing, especially of the mRNA vaccines, which appear to be more effective, safer, and easier to rapidly scale and tweak for variants.",425,95,23,2
283,2021-08-06 19:58:19+00:00,1423735207362850818,mRNA vaccines have been actively researched for decades. The entire world just happened to shut down for months and the majority of scientists with an expertise in the field across the globe were able to work together on the same project.,370,95,8,3
852,2021-06-21 15:56:42+00:00,1407004561429123073,"WHO &amp; its #COVAX partners are working with a South African consortium to establish its first #COVID19 mRNA vaccine technology transfer hub.

More details 👉https://t.co/w1MC0Adxj9 #VaccinEquity https://t.co/D0RVL0A7Ph",341,95,37,13
2407,2020-11-16 13:29:49+00:00,1328329426770292739,"On the heels of @pfizer #COVID19 #vaccine, @moderna_tx today announced its mRNA vax also works, but better -- 95% effective. And they say it is stable at normal freezer temperatures, unlike the Pfizer product.
https://t.co/mW46Ei0dbw",323,95,18,16
1494,2021-04-10 23:16:20+00:00,1381023271575973888,"Who's fault is it that we can't manufacture mRNA vaccines? @ScottMorrisonMP and his Government of course. No vision, no contingency planning. Pathetic.
#auspol #insiders",315,95,19,3
1,2021-08-30 18:45:12+00:00,1432414115654340609,"Antibodies to #SARSCoV2 receptor binding domain in saliva induced from prior covid, mRNA vaccine and J&amp;J vaccine. High levels of IgG in mRNA vaccinated. Salivary IgA also measured in this study.
https://t.co/MzGcqLaHTA https://t.co/3MqBTEzFgl",309,95,24,8
1833,2021-02-13 03:45:40+00:00,1360434941650157568,What happens when you get a COVID-19 vaccine that uses mRNA: https://t.co/Z3dwmSxqGi,255,95,22,6
929,2021-06-15 17:51:02+00:00,1404859005625896967,"Getting only one dose of an mRNA #COVID19 vaccine may offer some protection against COVID-19, but two doses are needed to get the most protection. It’s best to get all recommended doses. More: https://t.co/mcYekFn2OH. https://t.co/Jns4GzQp1u",253,95,38,7
363,2021-07-29 18:15:57+00:00,1420810340380545024,"Just published @ScienceMagazine 
The primacy of the antibody response after mRNA vaccination, how different levels are needed for upper &amp; lower airway protection, and giving the vaccine-&gt;IgG is protective in models https://t.co/NZC5WvNLNp  by @KizzyPhD @BarneyGrahamMD @NIAIDNews https://t.co/tWfOCkausy",241,95,6,9
1712,2021-03-09 18:41:00+00:00,1369357567932137480,CDC Disease Detective Lieutenant Joshua Wong of the U.S. Public Health Service and the @AmoebaSisters discuss how #COVID19 mRNA vaccines work. Learn how the mRNA vaccines create proteins and trigger an immune response to help protect you from COVID-19: https://t.co/IQhSCgODJa. https://t.co/VinQaKXRum,236,95,20,18
411,2021-07-26 14:03:49+00:00,1419659728460914696,"Germany’s ⁦@BioNTech_Group⁩ maker of the first Western Covid-19 vaccine, plans to develop shots for malaria and tuberculosis that it would make in Africa as part of plans to transfer its mRNA tech to the continent ⁦@gksteinhauser⁩ ⁦@WSJ⁩ https://t.co/AdEOYVUCE4",205,95,3,14
2135,2020-12-24 12:02:00+00:00,1342078066655338496,"Yep! “These numbers show millions of Americans are afraid or uncertain about future effects of this next-generation vaccine.” #mrnavaccine  #COVID19vaccine #TheDefender 
https://t.co/hJ5YLzSCA5",198,95,10,7
629,2021-07-06 14:25:00+00:00,1412417302386073600,"#LinkedIn reinstated the account of mRNA vaccine technology inventor Dr. Robert Malone, who said his page was deleted after he made comments about mRNA #Vaccines for #COVID19 and questioned whether they’re appropriate to give to certain groups of people. https://t.co/2i0T7b0oZs",194,95,10,7
1630,2021-03-21 10:57:43+00:00,1373589634249265156,"@JamesDelingpole Now now, James, an experimental mRNA treatment IS a vaccine.

They've literally changed the dictionary and everything.

January definition on Merriam-Webster vs now. https://t.co/BByu0Sgsho",188,95,12,12
2112,2020-12-28 18:53:56+00:00,1343631284728426496,"Con el conocimiento que tenemos de biología molecular, no es posible que el RNA de las vacunas afecte a tu propio genoma ➡️ No, Really, mRNA Vaccines Are Not Going To Affect Your DNA — Deplatform Disease https://t.co/pOFiOa4ejg",187,95,5,3
2267,2020-12-08 17:55:45+00:00,1336368883926618112,"@sapiofoxy @piersmorgan @MattHancock Let's stop calling them 'vaccines' - they are experimental mRNA, chemical, and GMO injectable cocktails.
They have NEVER been used before.
There is ZERO data on mid- to long-term adverse effects.
Pharma will earn 100s of billions in profits, have ZERO liability &amp; history of fraud https://t.co/ioKIePTueu",152,95,12,24
1194,2021-05-12 18:12:27+00:00,1392543209180520450,Very cool and informative map of patents on mRNA vaccines and their interlinks by @burcuno. All of them must be waived to clear the way for other producers to help solve covid-19 vaccine inequity. #TRIPSwaiver  @NatureNews  https://t.co/FL8Dc7A62O https://t.co/KXj4FpBfBi,142,95,6,7
2204,2020-12-16 10:42:22+00:00,1339158922666647554,"Live view of me watching tv specials about the vaccine, and thinking it’s great there are infographics, but then seeing that the mRNA-expressed spike proteins aren’t transmembrane-anchored. https://t.co/G7hYOm84OE",1533,94,51,36
458,2021-07-21 15:43:16+00:00,1417872814464458752,"Is anyone aware of research on the susceptibility to the Delta variant of people who had a natural infection of #COVID19 (seropositive) and then got fully vaccinated with an mRNA vaccine on top of that?

Asking for a friend.",927,94,95,17
1284,2021-04-30 17:26:18+00:00,1388182939935072258,"➡️What if I can somehow teach my own body to make those crunchy Ferrero nuts? 😍

That's mRNA vaccines - Pfizer and Moderna.

The genes making Spike Protein are encoded into an mRNA. mRNA = messenger RNA -&gt; makes proteins in our body. It makes the Spike Protein in our body.

9/n",525,94,7,1
2048,2021-01-10 19:03:36+00:00,1348344761145454593,"You guys, I have an exciting announcement. I finally convinced my dad to open a Twitter account! He and @KizzyPhD were the architects of the Covid vaccine, and he’s going to be recounting his experiences with the vaccine, + info on mutations, MRNA, and more fun stuff 🦠 https://t.co/LNDQnK2oOj",505,94,10,4
157,2021-08-18 03:25:13+00:00,1427833937976463361,"I am not trained in the field, but my amateur reading of the available data suggests that mRNA does not create immune memory. It is also not able to deal well with variants. Hence, you get doomed to booster shots every 6 months. Question is - what about other vaccines? 3/n",412,94,50,8
1260,2021-05-03 22:56:20+00:00,1389353156799238149,"AZ/J+J vaccines - helpful to explain:

1. Benefits: Protection from dangerous infection, spillover benefit to family, close contacts

2. Risk: Incidence of clotting events

3. Alternatives: Waiting for mRNA vaccines

4. Context: Large 3rd wave in 🇨🇦, younger ages in hospital/ICU https://t.co/kEoNAtvfHv",403,94,66,7
1168,2021-05-15 01:18:10+00:00,1393375116445184005,"Interesting article for we who advocated for a first dose first strategy in the US before. Delaying the 2nd shot of the mRNA vaccine (Pfizer) to 12 weeks leads to 3.5x antibody response after 2nd dose than giving at 3 weeks. Not to worry if you delayed.
https://t.co/occdo8RDVl",349,94,25,13
1374,2021-04-20 23:56:29+00:00,1384657252380938245,JUST IN: The Victorian Government has announced it will invest $50 million to develop a mRNA #COVID vaccine manufacturing hub in Melbourne.  #10NewsFirst https://t.co/8b9Sb0j8DS,347,94,32,26
612,2021-07-07 12:50:16+00:00,1412755849039298560,mRNA comes to flu: Moderna says it’s dosed first participants in phase 1/2 trial of flu vaccine covering 4 WHO-recommended strains https://t.co/evsYyk97A5,303,94,9,17
1714,2021-03-09 17:31:32+00:00,1369340087440465931,mRNA technology gave us the first COVID-19 vaccines. It could also upend the drug industry https://t.co/xmhhxuGjcz,282,94,7,9
937,2021-06-15 11:04:09+00:00,1404756610350682117,"Here's what bugs me about the way government has handled vaccine roll-outs.

If you read any medical journal or study of #mRNA vaccine development up to 2019, it was known that they caused unpredictable auto-immune responses and blood clots.

Why wasn't it mentioned for #covid19?",273,94,32,6
556,2021-07-11 18:03:03+00:00,1414284113192816650,".@SecYellen tell @JakeSullivan46, @WHCOS, @JeffreyZients that they could invoke the DPA now, scale-up mRNA now w contract manufacturers. There are billions already appropriated for vaccine production. This is a failure of political will from @POTUS. 1/ https://t.co/KxWTa0Bdrt",195,94,10,20
1719,2021-03-08 17:28:49+00:00,1368977015215374343,"This is not meant to scare you but to inform you.
UK: 35 people deaf and 25 blind after taking mRNA vaccine shots | News | LifeSite https://t.co/TLgjswlzZg",104,94,21,9
2174,2020-12-19 00:33:06+00:00,1340092761790435329,So read about the covid vaccine. This is next level shit! If it doesn’t win the Nobel idk then it’s worthless. You’re getting the mRNA from the covid protein that’s produced. It’s not even the virus. This is a huge breakthrough for so many autoimmune illnesses. Absolutely great,802,93,83,19
120,2021-08-21 00:50:15+00:00,1428882104675352576,"If you want my kids to wear masks or take an mRNA vaccine do some fucking legitimate outcomes studies showing these measure will actually help THEM. 

Don’t give my kids myocarditis, because you want to make believe it will protect grandmama without good evidence to support that.",476,93,16,4
1614,2021-03-25 14:27:11+00:00,1375091898797453326,"So how different is the mRNA in the Moderna, BioNTech/Pfizer &amp; CureVac vaccines? There are 1274 codon positions. 808 are identical across all 3 vaccines. 103 are unique to Moderna, 249 unique to BioNTech, 230 to CureVac: https://t.co/NlfhWSLDpM",388,93,6,10
150,2021-08-18 16:00:40+00:00,1428024053315551233,"We are not recommending you go out and get a booster today. But, starting the week of September 20th, fully vaccinated adults could begin getting booster shots 8 months after their second shot of an mRNA vaccine.",346,93,26,17
7,2021-08-30 15:38:46+00:00,1432367197415002115,"10. In the public comment period, vaccine eminence grise Stanley Plotkin argues a 3rd dose of the mRNA vaccines shouldn't be called a booster, it should always have been part of the original vaccine series. Inactivated vaxes benefit from a dose given 4-6 months after first doses.",324,93,10,34
1491,2021-04-10 23:35:37+00:00,1381028123353903107,"#Insiders The mRNA vaccines have been a spectacular success, with predominant rollout globally being the Pfizer product. Moderna looks great, but the supply has been smaller. There are other promising mRNA and protein-based vaccines on the way, but they're still in trial.",311,93,15,3
1403,2021-04-17 00:11:23+00:00,1383211449481236480,"イスラエルから

ファイザー・ビオンテックワクチン(日本で使用中)の効果に関する大規模調査
の結果報告

BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Mass Vaccination Setting | NEJM https://t.co/WPkHIpJW7N",289,93,1,1
1622,2021-03-24 02:03:07+00:00,1374542263087464448,"Vaccines are an amazing way to help our robust immune systems build protective antibodies!

#COVID vaccines use mRNA blueprints (Pfizer/Moderna) or non-infectious viral vectors (J&amp;J).

And no - they don't contain microchips, 'rearrange' our DNA or cause infection. https://t.co/t4t526EE0j",258,93,11,6
31,2021-08-27 12:26:06+00:00,1431231545214341120,"ファイザーワクチン(BNT162b2 mRNA vaccine)の安全性評価については、幅広い潜在的有害事象の可能性について検討する必要がある。
・ファイザーワクチンの第3相試験では、ワクチン群とプラセボ群の間に虫垂炎や過敏症、急性心筋梗塞、脳血管障害における軽度の不均衡(mild imbalance)が見られていた。",249,93,1,3
1938,2021-01-24 21:22:15+00:00,1353453084056444931,"This is a fantastically insightful read for anyone who is interested in how we can produce enough COVID vaccines.

@jonemo explains how the mRNA are produced — and explores the supply chains of the Pfizer/BioNTech and Moderna vaccines in detail.  https://t.co/lD1E3O7ppA",249,93,6,13
1302,2021-04-28 12:36:51+00:00,1387385322342866944,Go behind the scenes at a Pfizer factory to see how mRNA vaccines are made. Very cool video/graphics piece by @EmmaCottNYT @elliotdebruyn @13pt  https://t.co/Rm8kcKhhnb,214,93,10,5
2154,2020-12-21 14:46:24+00:00,1341032277573324801,"There are 3 things to know about the mRNA vaccines:

1️⃣ It contains the ‘instructions’ from the virus that causes COVID-19
2️⃣ It allows the body’s own cells to make a protein unique to the virus
3️⃣ The person’s immune system produces natural defences

#SafeVaccines #VaccinesWork",185,93,13,7
211,2021-08-13 03:24:42+00:00,1426021870340616194,.@US_FDA amends the emergency use authorizations for the mRNA vaccines to allow some severely immunocompromised people to get a 3rd dose in their primary series. No word about what people who got the J&amp;J vaccine should do. https://t.co/VyoJYVrUKo,179,93,11,17
403,2021-07-26 20:50:06+00:00,1419761971948359689,"People with allergic reaction to mRNA vaccines can get 2nd dose; Delta viral load over 1,000 times higher https://t.co/BSE5zGwCsX https://t.co/cnUW6b2Vrx",164,93,29,12
841,2021-06-22 15:15:37+00:00,1407356608141795342,"Starting June 23, residents can use a self-serve booking system to schedule their vaccination appointments at a public vaccination clinic. Anyone who got their first dose of an mRNA vaccine on or prior to May 30 can book an earlier second dose. Read more: https://t.co/1d8vLP6VQ8 https://t.co/W9pGKcsX2i",127,93,27,11
1612,2021-03-25 15:27:59+00:00,1375107200000126984,"Mar 9 2021: ""#COVID19 has turbocharged normal market forces"" w/ #mRNA as ""shiny new object"" in  world of #vaccines &amp; #biotech. With ""unprecedented public funding"", biotech stocks soar in tandem w/ corporate profits w/ citizens as experimental subjects. 

https://t.co/fraPBUbB5i",122,93,3,8
293,2021-08-05 22:40:00+00:00,1423413505294700548,"Like, trust the nerds on this one. Let us have our moment. Vaccines are safe. mRNA in a liposomal delivery system can produce proteins, but it cannot alter DNA. It’s not possible. GIVE ME THIS ONE W PLEASE. I SUFFERED ENOUGH IN JR HIGH.",1044,92,9,4
935,2021-06-15 12:47:46+00:00,1404782684090556417,"Before you drive from Clinic A which offers Moderna, to Clinic B offering Pfizer, I'd like you to know that Moderna and Pfizer are both mRNA vaccines. They both offer the same protection.",685,92,19,2
2127,2020-12-26 20:05:31+00:00,1342924522450632704,"What I love most about the mRNA vaccines is their reliance on 1-methyl-pseudouridine, a synthetic C-glycoside, to avoid innate immunity while enhancing translation.  #glycotime to the rescue once again!
 https://t.co/MM5sX9HGFq",618,92,7,6
2028,2021-01-12 16:36:56+00:00,1349032624522608640,I find it interesting that China is using an inactivated virus vaccine &amp; America is using the new mRNA vaccines.,489,92,31,3
116,2021-08-21 08:01:33+00:00,1428990644580720640,Umntu wants to debate you on mRNA vaccines kodwa akayazi noba uthetha ngento efana nantoni xa usithi it ends in cytoplasm and doesn’t enter cell nucleus. Hay’ke ukhe wathetha nge-ribosomes athi you have a nonsense degree.🙄,464,92,66,29
2084,2021-01-02 00:16:54+00:00,1345162115070492674,Relying on pharmacy chains and supermarkets won’t deliver on the scale required. And certainly not in pharmacy deserts 🌵 in low-income areas.  We need to call an audible that focuses on large stadiums well staffed with medical personnel and approve vaccines that go beyond mRNA,450,92,38,11
98,2021-08-23 09:38:01+00:00,1429739694389145602,"Dear @bloomberg, please do not extrapolate breakthrough cases of mRNA vaccines to other vaccines. Pfizer showed 42% efficacy vs infection by Delta(Mayo Clinic study), while Sputnik V 83.1% efficacy vs infection &amp; 94.4% vs hospitalizations (Russian MoH)
https://t.co/o3l8MQ8Q7e",299,92,13,27
1562,2021-04-03 12:17:47+00:00,1378320823912697857,"For most of us that aren’t getting the vaccine, the decision isn’t political, anti-science, or anti-vax. We aren’t unwashed masses. We just know that an experimental, hastily-created mRNA vaccine being pushed *this hard* on those with a 99%+ survival rate is very strange.",273,92,23,8
1903,2021-01-30 07:17:15+00:00,1355414760209088514,"For all Kenney and Shandro's complaining about vaccine shortages, it should be noted that one year of war room spending could have been invested in the Calgary company that's working on a mRNA vaccine and they'd be doing Phase 3 trials by now. 

#ableg #abpoli",269,92,7,1
2440,2020-11-10 08:41:00+00:00,1326082416369414144,"If the Pfizer/BioNTech vaccine goes into widespread use, it will represent a coming of age for nanomedicine. The mRNA is formulated in a lipid nanoparticle,  to protect it  &amp; allow it to enter the target cells. Not first nanomedicine in clinical use, but first really big impact.",255,92,5,12
113,2021-08-21 19:59:33+00:00,1429171335163416581,"Research shows that mRNA vaccines may provide for shorter immunity than adenoviral vaccines such as Sputnik V. So combos with adenoviral vaccines is the answer to solve the problems with short lasting mRNA vaccines. Honesty will save lives. 
https://t.co/kqZYrVpJFs",245,92,7,16
2394,2020-11-16 20:14:42+00:00,1328431321408946176,Interim analysis of @moderna_tx’s #mRNA-based #COVID19 vaccine candidate developed w/ #NIH’s @NIAIDNews shows 94.5% efficacy in preventing #COVID19. This trial began under #OperationWarpSpeed and is a milestone for vaccine development. (1/2) https://t.co/nvgUhONSKl,234,92,14,24
1309,2021-04-26 18:38:22+00:00,1386751522818691072,"AZ donations to India are welcome. But India has a pop of 1.4 bil, so 60 mil doses won't go far. There's much more we can, &amp; must, do:

* Donate doses of mRNA &amp; J&amp;J vaccines
* Fund @SerumInstIndia to ramp up production
* Waive IP rights
* Transfer tech
* Free-up supply chains https://t.co/KgWLbVh1O7",197,92,6,5
621,2021-07-06 23:50:11+00:00,1412559535013863431,"“What would happen to the entire vaccine enterprise—I’m talking about pediatric vaccines, the fundamental bedrocks of public health—if we basically validate the criticisms of those that have been labeled anti-vaxxers?”—mRNA vaccine pioneer @RWMaloneMD
 
https://t.co/cbRYp90bBT",163,92,5,3
1165,2021-05-15 22:15:04+00:00,1393691426039418880,"COVID-19 infections in adults of all ages fell by 80% five weeks after a first dose of Pfizer (PFE.N), Moderna (MRNA.O) or AstraZeneca (AZN.L) vaccine, according to Italian research published on Saturday.​ https://t.co/2YY8p2TZ8g",157,92,3,4
1943,2021-01-24 01:01:00+00:00,1353145744090427394,"There is a misconception that mRNA technology is unsafe because it’s so new. But that simply isn’t true. 

@DFriesenGlobal explores how the mRNA vaccine was made and how this revolutionary technology could give way to a new era in vaccinology. 

Read more: https://t.co/zSfCXAvn43 https://t.co/owt599a8Gw",148,92,30,1
329,2021-08-02 16:30:00+00:00,1422233230682513411,"The mRNA Vaccine Generates Microscopic Blood Clots

By Dr. Charles Hoffe

https://t.co/NVeVYwDZpT",133,92,4,3
192,2021-08-15 13:41:34+00:00,1426901886674915342,"Moderna is on FDA ‘fast track’ for approval of mRNA vaccine for RSV…“a common respiratory virus that generally causes cold-like symptoms. Trial dosing is ongoing in all age groups including toddlers from 12-59 mos.”

They’re determined to pump a variant of mRNA into your kids. https://t.co/zkYqP7JWOG",107,92,17,17
